"wine_name","style"
"Donkey & Goat 2014 Five Thirteen Red","Medium-Bodied Red Wines"
"Prospect 772 2014 Black Tie Charlie Red","Medium-Bodied Red Wines"
"DeLille 2014 Doyenne Red","Full-Bodied Red Wines"
"Twisted Twig 2011 Sommelier Quality Fifty-Fifty Red","Medium-Bodied Red Wines"
"Snoqualmie 2013 Whistle Stop Red","Medium-Bodied Red Wines"
"San Cassiano 2011 Riserva","Full-Bodied Red Wines"
"Blanchard & Lurton 2014 Gran Vin White","Full-Bodied White Wines"
"De Stefani 2015 Olmèra White","Full-Bodied White Wines"
"Monte Volpe 2013 Primo Rosso Red","Full-Bodied Red Wines"
"Peltier NV USB Red","Full-Bodied Red Wines"
"Replica 2014 Pickpocket Red","Full-Bodied Red Wines"
"The Federalist 2014 Honest Red","Full-Bodied Red Wines"
"Caracol Serrano 2013 Red","Full-Bodied Red Wines"
"SuLei 2012 Dona Rae Red","Full-Bodied Red Wines"
"Marchesi di Barolo 2014 Ruvei","Full-Bodied Red Wines"
"Pieropan 2006 Calvarino","Full-Bodied White Wines"
"Alexandria Nicole 2007 Member's Only Red Red","Full-Bodied Red Wines"
"Benanti 2006 Rosso di Verzella","Medium-Bodied Red Wines"
"Bergevin Lane 2008 Calico White White","Full-Bodied White Wines"
"Cantine Barbera 2006 Coda della Foce Red","Full-Bodied Red Wines"
"Sokol Blosser NV Evolution Lucky No. 9 White","Aromatic White Wines"
"Tinto Rey 2014 Super Tinto Red","Full-Bodied Red Wines"
"Bindella 2013 Vino Nobile di Montepulciano","Medium-Bodied Red Wines"
"Bosque De Matasnos 2012 Ribera del Duero","Full-Bodied Red Wines"
"Cantina del Giusto 2012 Baradiero","Full-Bodied Red Wines"
"Russiz Superiore 2005 Rosso Riserva degli Orzoni Red","Full-Bodied Red Wines"
"Ca' de Calle 2008 Reserva Red","Full-Bodied Red Wines"
"Gordon Brothers 2004 Tradition Red","Full-Bodied Red Wines"
"Straccali 2011 Chianti","Medium-Bodied Red Wines"
"Cave du Marmandais 2009 La Vieille Eglise Réserve Red","Full-Bodied Red Wines"
"Château Routas 2010 White","Full-Bodied White Wines"
"Eleanor 2009 Red","Full-Bodied Red Wines"
"Ferré I Catasús 2008 Terra de Fic 1 Red","Full-Bodied Red Wines"
"Principe Pallavicini 2011 Frascati Superiore","Light-Bodied White Wines"
"Buglioni 2011 Il Lussurioso Riserva","Full-Bodied Red Wines"
"Robert Renzoni 2013 Sonata Red","Full-Bodied Red Wines"
"Biondi 2014 Contrada Monte San Nicolò","Medium-Bodied Red Wines"
"Biondi 2014 Outis Rosso","Full-Bodied Red Wines"
"COS 2014 Pithos Rosso Red","Full-Bodied Red Wines"
"Pedroncelli 2012 friends.white White","Light-Bodied White Wines"
"Austerity 2011 White","Full-Bodied White Wines"
"South Stage 2010 Alchemy Red","Medium-Bodied Red Wines"
"Finca Allende 2008 Blanco White","Aromatic White Wines"
"Genium Celler 2006 Ecològic Red","Full-Bodied Red Wines"
"Korta 2009 Viognier-Sauvignon Blanc-Chardonnay White","Aromatic White Wines"
"El Esteco 2013 Chañar Punco Red","Full-Bodied Red Wines"
"Backsberg 2003 Babylons Toren Red","Full-Bodied Red Wines"
"Vinum 2010 White Elephant White","Aromatic White Wines"
"Moretti Omero 2009 Nessuno White","Full-Bodied White Wines"
"Piccini 2011 Riserva","Full-Bodied Red Wines"
"Carpineto 2014 Chianti Classico","Medium-Bodied Red Wines"
"Casa Emma 2012 Vignalaparco","Medium-Bodied Red Wines"
"Castello d'Albola 2013 Chianti Classico","Medium-Bodied Red Wines"
"Castello di Verrazzano 2013 Chianti Classico","Medium-Bodied Red Wines"
"Dei 2014 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Domaine d'Escausses 2014 L'Ombre Fraîche White","Full-Bodied White Wines"
"Vignamaggio 2013 Gherardino Riserva","Medium-Bodied Red Wines"
"Villa Mangiacane 2012 Riserva","Medium-Bodied Red Wines"
"Tenute del Cerro 2014 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Gershon Bachus 2008 Aeolus Estate Red","Medium-Bodied Red Wines"
"OT 2013 Quadrato Red","Medium-Bodied Red Wines"
"Quercia al Poggio 2008 Le Cataste Red","Medium-Bodied Red Wines"
"Claudia Papayianni 2013 Claudia Viognier-Assyrtiko White","Aromatic White Wines"
"Verse & Chorus 2012 Mat Kearney Red","Full-Bodied Red Wines"
"Volpaia 2009 Indue Red","Medium-Bodied Red Wines"
"Ixsir 2011 El Red","Full-Bodied Red Wines"
"Dominio de Eguren 2010 Protocolo Blanco White","Aromatic White Wines"
"Cantele 2006 Amativo Red","Full-Bodied Red Wines"
"Tedeschi 2005 Capitel San Rocco Red","Full-Bodied Red Wines"
"Chatter Creek 2006 Blend 105 Red Wine Red","Full-Bodied Red Wines"
"Elyse 2012 L'Ingenue Naggiar Vineyard White","Aromatic White Wines"
"Lapostolle 2012 Canto de Apalta Cellar Selection Red","Full-Bodied Red Wines"
"The Infinite Monkey Theorem 2012 The Hundreth Monkey Red","Full-Bodied Red Wines"
"The Infinite Monkey Theorem NV The Blind Watchmaker White","Aromatic White Wines"
"Trivento 2013 Amado Sur Torrontés-Viognier-Chardonnay White","Aromatic White Wines"
"Communication Block 2010 Lampyridae Vineyards Red","Medium-Bodied Red Wines"
"Freakshow 2014 Red","Full-Bodied Red Wines"
"Brancaia 2012 Ilatraia Red","Medium-Bodied Red Wines"
"Castello Montaúto 2008 Vernaccia di San Gimignano","Light-Bodied White Wines"
"Bodegas San Prudencio 2007 Envite Crianza","Full-Bodied Red Wines"
"Cathedral Ridge 2008 Necessity Red Red","Medium-Bodied Red Wines"
"Tenuta di Riseccoli 2011 Chianti Classico","Medium-Bodied Red Wines"
"Fattoria di Montemaggio 2008 Chianti Classico","Medium-Bodied Red Wines"
"Poggio Argentiera 2009 Capatosta","Medium-Bodied Red Wines"
"Querciavalle 2007 Riserva","Medium-Bodied Red Wines"
"Fattorie Romeo del Castello 2012 Allegracore Rosso","Medium-Bodied Red Wines"
"Le Casematte 2012 Figliodienneenne Red","Full-Bodied Red Wines"
"Chalk Hill 2012 Estate Red","Full-Bodied Red Wines"
"Darcie Kent Vineyards 2012 Crown Block Red","Medium-Bodied Red Wines"
"Quercia al Poggio 2010 Chianti Classico","Medium-Bodied Red Wines"
"Tsantali 2009 Grand Reserve Hand Picked Grapes Red","Medium-Bodied Red Wines"
"Hannes Reeh 2012 Heideboden Rot Red","Full-Bodied Red Wines"
"Vicari 2011 Del Pozzo Buono","Medium-Bodied Red Wines"
"McCay Cellars 2008 Paisley Red","Full-Bodied Red Wines"
"Argiolas 2007 Is Solinas Red","Full-Bodied Red Wines"
"Reaper 2013 Red","Full-Bodied Red Wines"
"Castello della Sala 2014 San Giovanni","Full-Bodied White Wines"
"Colle Spinello 2012 Morellino di Scansano","Medium-Bodied Red Wines"
"Truett Hurst 2012 California Square Red","Medium-Bodied Red Wines"
"Brutocao 2010 Quadriga Red","Full-Bodied Red Wines"
"Valiano 2008 Riserva","Medium-Bodied Red Wines"
"Basilicus 2012 Once Upon a Time White","Dessert & Fortified Wines"
"Z. Alexander Brown 2013 Uncaged Red","Full-Bodied Red Wines"
"Rock Wall 2010 Super Alamedan Red","Full-Bodied Red Wines"
"Speri 2007 La Roggia","Dessert & Fortified Wines"
"Ludwig 2010 Hammerklavier McIntyre Vineyard Pinot Noir-Dornfelder Red","Light-Bodied Red Wines"
"Saladini Pilastri 2010 Montetinello","Medium-Bodied Red Wines"
"Umani Ronchi 2011 Serrano","Full-Bodied Red Wines"
"Zero One Vintners 2010 Sauce Red","Full-Bodied Red Wines"
"Giovanni Chiappini 2010 Guado de' Gemoli","Full-Bodied Red Wines"
"Grati 2014 Red","Medium-Bodied Red Wines"
"Spice Route 2009 Chakalaka Red","Full-Bodied Red Wines"
"Feudi di San Gregorio 2009 Campanaro White","Full-Bodied White Wines"
"Jean-Luc Baldès 2008 Clos Triguedina Red","Full-Bodied Red Wines"
"Lis Neris 2008 Confini White","Aromatic White Wines"
"Lungarotti 2008 Torveto White","Full-Bodied White Wines"
"Agricola Querciabella 2008 Batàr White","Aromatic White Wines"
"Benvenuto de la Serna 2007 Trisagio Red","Medium-Bodied Red Wines"
"Monte del Frá 2005 Cà del Magro","Light-Bodied White Wines"
"Aldegheri 2006 le Pietre White","Full-Bodied White Wines"
"Girlan 2006 Toretta Classico White","Aromatic White Wines"
"Giuseppe Apicella 2003 A' Scippata Riserva Costa d'Amalfi Red","Medium-Bodied Red Wines"
"Hans Moser 2004 V.T.S. Red","Medium-Bodied Red Wines"
"Donna Olimpia 1898 2013 Millepassi","Full-Bodied Red Wines"
"Poggio al Tesoro 2013 Sondraia","Full-Bodied Red Wines"
"Jax 2014 Y3 Taureau Red","Full-Bodied Red Wines"
"J. Bookwalter 2013 Chapter 6 Red","Full-Bodied Red Wines"
"Monte del Frà 2009 Scarnocchio","Full-Bodied Red Wines"
"Monte Faustino 2010 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Pieropan 2011 Vigna Garzon","Full-Bodied Red Wines"
"Masi 2011 Costasera","Full-Bodied Red Wines"
"Figaro 2013 Tinto Red","Full-Bodied Red Wines"
"Belle Made For You NV Red","Medium-Bodied Red Wines"
"Dominio de Eguren 2013 Protocolo White","Full-Bodied White Wines"
"Epilogo 2013 Sauvignon Blanc-Moscatel White","Aromatic White Wines"
"Valentina Cubi 2015 Iperico","Medium-Bodied Red Wines"
"Black's Station 2015 Red","Medium-Bodied Red Wines"
"Highway 12 2014 SRB Red","Medium-Bodied Red Wines"
"Paraduxx 2013 Proprietary Red","Full-Bodied Red Wines"
"2 Copas 2009 Red","Full-Bodied Red Wines"
"Pondera 2011 Cuvée Red","Medium-Bodied Red Wines"
"Burnt Bridge 2013 Cove Cuvée Red","Medium-Bodied Red Wines"
"Domaine de Pellehaut 2008 Harmonie de Gascogne Red","Medium-Bodied Red Wines"
"Elios 2007 Mediterranean Red Red","Medium-Bodied Red Wines"
"Bigi 2009 Amabile","Dessert & Fortified Wines"
"Feudo di Gulfa 2012 Rosso di Gulfa","Medium-Bodied Red Wines"
"Cantine Rallo 2015 Al Qasar White","Full-Bodied White Wines"
"Cantine Valenti 2015 Enrico IV Bianco","Full-Bodied White Wines"
"Le Fraghe 2016 Bardolino","Light-Bodied Red Wines"
"Marietta Cellars NV Old Vine Red Lot 66 Red","Medium-Bodied Red Wines"
"Masi 2013 Rosso Campofiorin Oro Red","Medium-Bodied Red Wines"
"Michael David 2015 Freakshow Red","Full-Bodied Red Wines"
"Sokol Blosser NV Evolution Big Time Red 6th Edition Red","Medium-Bodied Red Wines"
"Speri 2015 La Roverina","Medium-Bodied Red Wines"
"Tenute Lunelli 2013 Lampante Riserva","Full-Bodied Red Wines"
"Bel Vino 2014 Long Valley Red","Medium-Bodied Red Wines"
"Bitner 2012 Petit Verdot-Merlot Red","Medium-Bodied Red Wines"
"Principe Corsini 2012 Le Corti","Medium-Bodied Red Wines"
"Bindi Sergardi 2011 Mocenni Gran Selezione","Full-Bodied Red Wines"
"Borgo Scopeto 2013 Chianti Classico","Medium-Bodied Red Wines"
"Castellare di Castellina 2012 Riserva","Full-Bodied Red Wines"
"Cedarville Vineyard 2012 The Rules of Fair Play Red","Medium-Bodied Red Wines"
"Tenuta di Arceno 2013 Chianti Classico","Medium-Bodied Red Wines"
"Toscolo 2013 Chianti Classico","Medium-Bodied Red Wines"
"Cantina Santadi 2011 Noras","Full-Bodied Red Wines"
"V. Sattui 2011 Paradiso Red","Full-Bodied Red Wines"
"Oso Libre 2011 Rojo del Patron Red","Medium-Bodied Red Wines"
"Antiyal 2006 Kuyen Red","Full-Bodied Red Wines"
"Muddy Boot 2015 Black Road Red","Medium-Bodied Red Wines"
"Cantina del Castello 2013 Pressoni","Full-Bodied White Wines"
"Flaherty 2012 Red","Medium-Bodied Red Wines"
"Raymond 2012 R Collection Lot No. 7 Field Blend Red","Medium-Bodied Red Wines"
"Natale Verga 2011 Chianti Classico","Medium-Bodied Red Wines"
"Road i Red NV Red","Medium-Bodied Red Wines"
"Colle Bereto 2011 Chianti Classico","Medium-Bodied Red Wines"
"Vignaioli del Morellino di Scansano 2010 Riserva Roggiano","Full-Bodied Red Wines"
"Walla Walla Vintners 2012 Cut Bank Estate Vottavo Red","Medium-Bodied Red Wines"
"Famiglia Cielo 2015 Appassionatamente Rosso Red","Medium-Bodied Red Wines"
"Kitchen Sink NV Red","Medium-Bodied Red Wines"
"Kitchen Sink NV White","Full-Bodied White Wines"
"Castle Rock 2014 Cuvée Red","Medium-Bodied Red Wines"
"Corvo 2007 Bianco White","Full-Bodied White Wines"
"D.G. Viticultors NV Caligo Sweet White Wine White","Dessert & Fortified Wines"
"Soos Creek 2009 Sundance Red","Medium-Bodied Red Wines"
"Sonoma Collection 2014 District 3 Red","Medium-Bodied Red Wines"
"Zerran 2014 Red","Medium-Bodied Red Wines"
"Marques Escriba 2013 Monastrell-Tempranillo Red","Full-Bodied Red Wines"
"Oak Knoll NV Toasted Cow 5th Edition Red","Medium-Bodied Red Wines"
"Marqués de Vargas 2013 Conde de San Cristóbal","Full-Bodied Red Wines"
"Josep Grau Viticultor 2015 L'Efecte Volador Red","Medium-Bodied Red Wines"
"Valle Frio 2004 Reserva Merlot-Carmenère-Cabernet Sauvignon Red","Medium-Bodied Red Wines"
"Monte delle Vigne 2009 Nabucco Red","Medium-Bodied Red Wines"
"Podere Guado al Melo 2010 Guado al Melo White","Full-Bodied White Wines"
"Altavins 2009 Tempus Red","Medium-Bodied Red Wines"
"Sanguis 2011 Infidels Red","Full-Bodied Red Wines"
"Gaja 2011 Costa Russi Red","Full-Bodied Red Wines"
"Quintessa 2011 Red","Full-Bodied Red Wines"
"La Purísima 2010 X Alphabet Wines Red","Full-Bodied Red Wines"
"Palmina 2011 Alisos Red","Full-Bodied Red Wines"
"Casa Donoso 2012 D Red","Medium-Bodied Red Wines"
"Duemani 2012 Altrovino Red","Full-Bodied Red Wines"
"Dunham 2012 Trutina Red","Medium-Bodied Red Wines"
"Giovanni Chiappini 2012 Ferruggini","Full-Bodied Red Wines"
"Tinhof 2012 White","Light-Bodied White Wines"
"Georges Vigouroux 2005 Château de Mercuès Red","Full-Bodied Red Wines"
"Bastianich 2006 Vespa White","Aromatic White Wines"
"Producteurs Plaimont 2002 Château de Crouseilles Red","Full-Bodied Red Wines"
"Marqués de la Concordia 2007 Hacienda de Susar","Full-Bodied Red Wines"
"Smashberry 2011 Red","Medium-Bodied Red Wines"
"PasoPort 2009 Vinho Tinto Red","Full-Bodied Red Wines"
"Sawtooth 2010 Skyline Red","Medium-Bodied Red Wines"
"Inurrieta 2011 Cuatrocientos Crianza Red","Full-Bodied Red Wines"
"Fiegl 2013 Leopold White","Full-Bodied White Wines"
"Genium Celler 2009 Poboleda Vi de la Villa Red","Full-Bodied Red Wines"
"Reyes 2011 Robby's Red","Medium-Bodied Red Wines"
"Santi 2015 Ventale","Medium-Bodied Red Wines"
"Tenuta Casaletti 2016 Valpolicella","Medium-Bodied Red Wines"
"Viñedo de los Vientos 2012 Eolo Gran Reserva Red","Full-Bodied Red Wines"
"Delibori 2016 Bardolino Classico","Light-Bodied Red Wines"
"Haka by Labyrinth 2010 Freebird Red","Medium-Bodied Red Wines"
"Naggiar 2010 Don Giovanni Estate Grown Red","Medium-Bodied Red Wines"
"Batič 2009 Angel Grande Cuvée Rezerva White","Aromatic White Wines"
"Dunham 2011 Trutina Red","Medium-Bodied Red Wines"
"Baron De Ley 2014 White","Full-Bodied White Wines"
"Paso a Paso 2014 White","Light-Bodied White Wines"
"Vivanco 2012 Colección Vivanco 4 Varietales Tempranillo-Graciano-Garnacha-Mazuelo","Full-Bodied Red Wines"
"Bodegas Landaluce 2014 White","Light-Bodied White Wines"
"Château Musar 2004 Cuvée Rouge Red","Full-Bodied Red Wines"
"Galil Mountain 2010 Alon Red","Full-Bodied Red Wines"
"Vinyes del Terrer 2010 Terrer d'Aubert Red","Full-Bodied Red Wines"
"Ferré I Catasús 2008 Terra de Fic 2 Red","Full-Bodied Red Wines"
"Gérard Bertrand 2014 Kosmos Red","Medium-Bodied Red Wines"
"Sidecar 2015 G-Force Red","Medium-Bodied Red Wines"
"Niner 2009 Twisted Spur Red","Medium-Bodied Red Wines"
"Maculan 2009 Brentino Red","Medium-Bodied Red Wines"
"Garcia Schwaderer 2012 Bravado Red","Full-Bodied Red Wines"
"Seven Angels 2012 Kindred Red","Medium-Bodied Red Wines"
"Stapleton & Springer 2007 Roucí Red","Medium-Bodied Red Wines"
"Tenuta San Leonardo 2007 San Leonardo Red","Full-Bodied Red Wines"
"La Capilla 2005 Melange Red","Medium-Bodied Red Wines"
"Patterson 2012 Forbidden White","Aromatic White Wines"
"Finca Albret 2007 La Viña de Mi Madre Reserva Red","Full-Bodied Red Wines"
"Agricola Punica 2008 Barrua Red","Full-Bodied Red Wines"
"Cellers Sant Rafel 2005 Solpost Red","Medium-Bodied Red Wines"
"Abacela NV Vintner's Blend #9 Red Table Wine Red","Medium-Bodied Red Wines"
"Scala Dei 2006 Negre Red","Full-Bodied Red Wines"
"Sokol Blosser NV Evolution 6th Edition White","Aromatic White Wines"
"Torres 2002 Viña Sol White","Light-Bodied White Wines"
"Bodegas Concavins 2000 Proyecto 4 Red","Medium-Bodied Red Wines"
"Clos Pons 2015 Jan Petit Red","Medium-Bodied Red Wines"
"J. Bouchon 2016 Canto Sur Red","Medium-Bodied Red Wines"
"Kestrel 2013 Falcon Series Tribute Red","Medium-Bodied Red Wines"
"Kestrel 2014 Falcon Series Frizzante White","Champagne & Sparkling Wines"
"Maryhill 2015 Winemaker's Red","Medium-Bodied Red Wines"
"Celler La Bollidora 2005 Plan B Red","Medium-Bodied Red Wines"
"Lorenzi Estate 2011 The Phantom Red","Medium-Bodied Red Wines"
"Bodega Catena Zapata 2011 Nicolas Catena Zapata Red","Full-Bodied Red Wines"
"Blue Rock 2008 Baby Blue Red","Medium-Bodied Red Wines"
"Aia Vecchia 2008 Lagone Red","Full-Bodied Red Wines"
"Bodegas Mähler-Besse 2005 Taja Excelecia Red","Full-Bodied Red Wines"
"Cipriana 2007 San Martino","Full-Bodied Red Wines"
"Eucaliptus 2008 Clarice","Medium-Bodied Red Wines"
"Ànima Negra 2007 ÀN/2 Red","Full-Bodied Red Wines"
"Chrysorroyiatissa 2008 Ayios Andronicos White","Aromatic White Wines"
"Cantina Terlano 2000 Classico White","Aromatic White Wines"
"Quinta da Aveleda NV Casal Garcia White","Light-Bodied White Wines"
"Krupp Brothers 2014 The Water Witch Stagecoach Vineyard Red","Full-Bodied Red Wines"
"Indaba 2016 Mosaic Red","Medium-Bodied Red Wines"
"Fondo Antico 2010 I Versi Bianco White","Aromatic White Wines"
"Corvo 2008 Red","Medium-Bodied Red Wines"
"Corvo 2010 Bianco White","Light-Bodied White Wines"
"Duca di Salaparuta 2009 Calanìca Frappato-Syrah Red","Medium-Bodied Red Wines"
"Ceuso 2009 Red","Medium-Bodied Red Wines"
"Hauner 2012 Hierà Red","Medium-Bodied Red Wines"
"Antonino Tringali-Casanuova 2004 Patrimonio","Medium-Bodied Red Wines"
"Pago de Larrainzar 2005 Red","Full-Bodied Red Wines"
"Beau Joubert 2007 Oak Lane Chenin Blanc - Sauvignon Blanc White","Aromatic White Wines"
"Toccata 2013 Classico Red","Medium-Bodied Red Wines"
"Vista d'Oro 2007 D'Oro Red","Medium-Bodied Red Wines"
"Frostwatch 2009 Kismet White","Aromatic White Wines"
"Marchesi de' Frescobaldi 2000 Campo ai Sasso","Full-Bodied Red Wines"
"Huguet de Can Feixes 2000 Can Feixes Blanc Selecciò White","Full-Bodied White Wines"
"Craneford 2000 Quartet Red","Full-Bodied Red Wines"
"Mvemve Raats 2011 MR de Compostella Red","Full-Bodied Red Wines"
"Sweet Cheeks 2012 Pinot Fusion Red","Medium-Bodied Red Wines"
"Tinazzi 2013 Ca' de' Rocchi","Full-Bodied White Wines"
"Domaine de Pajot 2012 Les Quatre Cépages White","Aromatic White Wines"
"Guyomar 2010 Oblate Red","Medium-Bodied Red Wines"
"Sanglier Cellars 2011 Rouge du Tusque Red","Medium-Bodied Red Wines"
"Vallana 2009 Boca","Full-Bodied Red Wines"
"Argiolas 2013 I Selis Rosso Superiore","Medium-Bodied Red Wines"
"Woodinville Wine Cellars 2005 Little Bear Creek Red Wine Red","Medium-Bodied Red Wines"
"Fattoria Fibbiano 2004 L'Aspetto Red","Medium-Bodied Red Wines"
"The Farm Winery 2011 The Big Game Red","Medium-Bodied Red Wines"
"Cantina Altarocca 2014 Arcosesto","Light-Bodied White Wines"
"Lunadoro 2008 Quercione Riserva","Full-Bodied Red Wines"
"Incognito 2008 Red","Medium-Bodied Red Wines"
"Anakena 2011 Ona Special Reserve Cabernet Sauvignon-Carmenere-Syrah Red","Full-Bodied Red Wines"
"Fattoria del Cerro 2012 Rosso di Montepulciano","Full-Bodied Red Wines"
"Santa Ema 2011 Rivalta Limited Selection Red","Full-Bodied Red Wines"
"Brown Estate 2012 Chaos Theory Red","Medium-Bodied Red Wines"
"Viña San Vicente 2011 Lukai Red","Medium-Bodied Red Wines"
"Estampa 2012 Reserve Assemblage Carmenère-Syrah-Cabernet Sauvignon Red","Medium-Bodied Red Wines"
"Ixsir 2009 Altitudes Red","Medium-Bodied Red Wines"
"Venturini Massimino 2010 Campomasua","Full-Bodied Red Wines"
"Masi 2011 Costasera Riserva","Full-Bodied Red Wines"
"Le Salette 2013 La Marega","Full-Bodied Red Wines"
"Tinhorn Creek 2015 Oldfield Series 2Bench White","Full-Bodied White Wines"
"Siegel 2015 1234 Reserva Red","Full-Bodied Red Wines"
"Three Rivers 2015 River's Red","Full-Bodied Red Wines"
"14 Hands 2014 Limited Release Kentucky Derby Red","Medium-Bodied Red Wines"
"Renieri 2010 Re di Renieri Red","Full-Bodied Red Wines"
"Antiyal 2011 Red","Medium-Bodied Red Wines"
"Cà La Bionda 2009 Vigneti di Ravazzol","Full-Bodied Red Wines"
"Longboard 2011 Point Break Red","Medium-Bodied Red Wines"
"Château de Calavon 2009 Cuvée Château Red","Medium-Bodied Red Wines"
"Hook & Ladder 2008 Station 10 Red","Medium-Bodied Red Wines"
"Blackbird Vineyards 2014 Arise Proprietary Red","Full-Bodied Red Wines"
"Tenuta di Biserno 2012 Biserno Red","Full-Bodied Red Wines"
"Yao Family Wines 2014 Napa Crest Red","Full-Bodied Red Wines"
"William Grassie NV Millésimes Mélangés Red","Medium-Bodied Red Wines"
"Château d'Estoublon 2009 Red","Medium-Bodied Red Wines"
"Fattoria Le Terrazze 2012 Praeludium","Full-Bodied Red Wines"
"14 Hands 2014 The Reserve G-M-V Red","Medium-Bodied Red Wines"
"Cantina Fratelli Pardi 2014 Montefalco Rosso","Medium-Bodied Red Wines"
